;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Desagregación 2;Nacional;Nacional Urbano-Rural;Área;Nacional Urbano;Nacional Rural;Provincial;Azuay;Bolívar;Cañar;Carchi;Cotopaxi;Chimborazo;El Oro;Esmeraldas;Guayas;Imbabura;Loja;Los Ríos;Manabí;Morona Santiago;Napo;Pastaza;Pichincha;Tungurahua;Zamora Chinchipe;Galápagos;Sucumbíos;Orellana;Santo Domingo de los Tsáchilas;Santa Elena;Amazonía;Dominios;Quito;Guayaquil;Cuenca;Machala;Ambato;Resto sierra urbano;Resto costa urbano;Amazonía urbano;Sexo;Hombre;Mujer;Edad;Entre 15 y 24 años;Entre 25 y 34 años;Entre 35 y 44 años;Entre 45 y 64 años;65 años y más ;Etnia;Indígena;Afro ecuatoriano;Mestizo/a;Blanco;Montubio;Otro Cuál?;
sep-14;Empleo;;6.866.776;;4.638.310;2.228.466;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;822.038;1.098.104;168.201;110.993;77.001;934.303;1.309.984;117.686;;4.187.405;2.679.371;;1.105.507;1.681.953;1.584.944;2.008.953;485.419;;523.938;288.274;5.684.086;124.192;243.633;2.653;
sep-14;Empleo Adecuado/Pleno;;3.414.023;;2.803.767;610.255;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;601.902;697.468;121.861;65.895;47.278;542.999;650.438;75.926;;2.292.788;1.121.235;;421.247;994.057;888.314;1.013.181;97.224;;135.079;150.037;2.996.204;68.280;63.502;920;
sep-14;Subempleo;;893.705;;489.443;404.261;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;28.771;110.511;9.792;11.979;8.761;101.391;204.003;14.236;;578.626;315.078;;182.822;222.901;205.942;250.880;31.159;;68.024;41.905;704.200;13.599;65.724;252;
sep-14;Subempleo por insuficiencia de tiempo de trabajo;;732.101;;412.571;319.530;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;24.110;103.223;8.965;10.328;6.153;76.673;171.169;11.949;;449.989;282.112;;147.595;175.914;166.848;212.131;29.613;;46.792;36.649;582.476;12.128;53.804;252;
sep-14;Subempleo por insuficiencia de ingresos;;161.604;;76.872;84.731;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;4.661;7.288;827;1.651;2.609;24.718;32.834;2.287;;128.637;32.967;;35.227;46.987;39.094;38.749;1.547;;21.232;5.256;121.725;1.471;11.919;0;
sep-14;Empleo no remunerado;;555.947;;212.218;343.730;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;33.759;37.252;7.370;5.919;4.846;55.113;63.187;4.773;;167.140;388.807;;204.040;90.602;100.618;111.160;49.528;;126.919;10.515;380.473;14.140;23.266;635;
sep-14;Otro Empleo no pleno;;1.980.199;;1.111.997;868.203;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;142.283;250.885;29.178;27.200;16.080;232.386;391.443;22.542;;1.134.010;846.190;;296.527;369.787;383.250;624.297;306.339;;193.788;85.502;1.582.310;26.612;91.141;845;
sep-14;Empleo no clasificado;;22.902;;20.885;2.017;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;15.324;1.987;0;0;36;2.415;914;209;;14.841;8.062;;872;4.606;6.821;9.434;1.170;;127;315;20.899;1.561;0;0;
sep-14;Desempleo;;278.421;;226.992;51.429;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;42.412;44.075;7.320;3.114;3.935;47.955;70.655;7.527;;141.363;137.058;;121.489;80.269;37.684;35.893;3.086;;16.945;13.102;233.671;7.238;7.149;317;
sep-14;Desempleo Abierto;;224.996;;191.448;33.548;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;37.559;43.152;6.753;2.480;3.849;34.849;57.072;5.735;;115.164;109.832;;98.699;69.864;30.170;24.726;1.538;;10.983;11.365;191.654;6.107;4.571;317;
sep-14;Desempleo Oculto;;53.425;;35.544;17.881;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;4.853;923;567;633;85;13.106;13.583;1.792;;26.198;27.226;;22.790;10.405;7.514;11.167;1.549;;5.962;1.737;42.017;1.131;2.578;0;
sep-14;Desempleo Cesante;;195.086;;167.775;27.311;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;33.556;35.730;6.680;2.773;3.072;32.052;48.212;5.699;;108.713;86.373;;65.482;65.136;29.464;31.916;3.086;;8.894;10.313;164.911;5.769;4.882;317;
sep-14;Desempleo Nuevo;;83.336;;59.217;24.118;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;8.856;8.345;640;341;863;15.903;22.442;1.827;;32.650;50.685;;56.007;15.133;8.219;3.976;0;;8.051;2.789;68.760;1.469;2.267;0;
sep-14;Población Económicamente Inactiva;;4.124.872;;2.947.145;1.177.728;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;527.211;650.086;103.416;67.286;38.442;568.782;921.692;70.231;;1.144.590;2.980.282;;1.699.505;514.694;380.898;720.098;809.677;;182.053;176.890;3.515.894;67.730;180.378;1.928;
dic-14;Población Total;;16.148.648;;10.952.870;5.195.778;;803.772;200.578;256.143;179.007;454.153;499.171;660.507;595.150;4.056.080;442.011;492.767;859.489;1.489.494;-;-;-;2.920.395;554.186;-;29.093;-;-;414.980;354.750;849.549;;1.769.319;2.475.308;372.989;248.161;156.852;2.045.964;3.578.096;306.180;;7.998.923;8.149.725;;2.925.962;2.320.651;2.096.313;2.723.762;1.092.567;;938.970;528.618;12.205.949;240.714;580.750;3.653;
dic-14;Población menor de 15 años;;4.989.393;;3.228.800;1.760.593;;235.183;66.546;80.764;49.010;152.828;155.537;196.249;224.183;1.228.417;131.949;151.092;276.998;449.569;-;-;-;806.628;161.933;-;8.196;-;-;138.521;127.013;334.251;;443.447;731.384;99.238;70.108;44.897;603.484;1.131.190;105.053;;2.602.776;2.386.617;;0;0;0;0;0;;275.885;127.329;2.758.028;48.433;128.811;912;
dic-14;Población en Edad de Trabajar (PET);;11.159.255;;7.724.070;3.435.185;;568.589;134.032;175.379;129.997;301.325;343.634;464.258;370.967;2.827.664;310.062;341.675;582.491;1.039.925;-;-;-;2.113.767;392.253;-;20.897;-;-;276.459;227.737;515.298;;1.325.872;1.743.924;273.751;178.053;111.955;1.442.481;2.446.906;201.128;;5.396.147;5.763.108;;2.925.962;2.320.651;2.096.313;2.723.762;1.092.567;;663.086;401.289;9.447.920;192.281;451.939;2.740;
dic-14;Población Económicamente Activa;;7.194.521;;4.868.701;2.325.820;;404.382;91.263;116.025;80.589;236.050;259.067;300.566;218.451;1.743.443;206.258;214.752;349.483;595.342;-;-;-;1.373.976;300.785;-;15.475;-;-;173.745;138.503;361.598;;841.720;1.089.953;180.847;115.224;76.441;936.304;1.487.496;140.717;;4.300.116;2.894.405;;1.231.428;1.800.587;1.695.820;2.048.910;417.776;;510.298;253.631;6.038.023;125.450;265.218;1.901;
dic-14;Empleo;;6.921.107;;4.647.582;2.273.525;;397.260;89.359;113.144;77.609;229.510;254.409;291.583;203.936;1.662.636;195.424;204.474;332.684;571.653;-;-;-;1.328.399;294.123;-;15.065;-;-;167.025;130.671;347.482;;814.617;1.046.204;176.680;112.370;73.624;892.524;1.399.095;132.468;;4.167.574;2.753.533;;1.112.018;1.723.369;1.657.461;2.014.173;414.087;;503.230;237.102;5.805.386;119.723;253.765;1.901;
dic-14;Empleo Adecuado/Pleno;;3.545.802;;2.745.575;800.227;;196.033;26.062;46.300;28.444;96.896;88.848;147.901;85.925;929.483;90.393;88.158;129.379;235.414;-;-;-;928.573;116.589;-;12.191;-;-;90.298;58.015;146.076;;593.616;654.701;117.986;64.447;46.663;513.921;675.835;78.406;;2.416.359;1.129.443;;456.613;1.052.167;933.055;1.011.727;92.240;;140.128;116.794;3.139.135;64.783;84.094;869;
dic-14;Subempleo;;925.774;;569.983;355.791;;33.815;13.554;13.392;13.096;24.335;20.102;36.435;36.858;270.497;28.805;23.264;79.837;129.745;-;-;-;81.969;34.498;-;716;-;-;15.375;22.692;43.801;;41.796;112.441;8.275;10.199;7.183;94.153;281.650;14.285;;550.060;375.714;;175.969;224.732;235.453;254.917;34.703;;53.913;42.519;741.353;18.367;69.011;610;
dic-14;Subempleo por insuficiencia de tiempo de trabajo;;759.651;;470.206;289.445;;27.314;10.672;9.678;9.753;18.798;15.126;31.186;29.125;234.074;21.836;16.468;66.539;114.203;-;-;-;63.930;23.683;-;680;-;-;12.482;17.817;34.296;;29.133;97.259;7.209;9.052;5.166;75.859;235.648;10.879;;426.531;333.120;;145.137;182.657;191.580;209.320;30.956;;39.323;34.611;606.341;16.258;62.716;401;
dic-14;Subempleo por insuficiencia de ingresos;;166.123;;99.777;66.346;;6.500;2.882;3.713;3.343;5.537;4.976;5.248;7.733;36.423;6.969;6.796;13.299;15.542;-;-;-;18.039;10.816;-;36;-;-;2.892;4.875;9.505;;12.663;15.182;1.067;1.147;2.017;18.294;46.002;3.406;;123.529;42.594;;30.832;42.075;43.873;45.596;3.747;;14.590;7.908;135.013;2.109;6.295;209;
dic-14;Empleo no remunerado;;508.476;;202.059;306.418;;36.164;20.225;13.995;5.085;35.909;56.522;16.887;12.121;61.969;14.040;22.122;23.701;24.688;-;-;-;47.197;42.374;-;549;-;-;9.883;7.627;56.196;;31.389;23.000;11.241;6.427;5.785;48.144;67.340;8.733;;148.213;360.263;;174.607;91.305;85.801;117.295;39.469;;126.193;8.833;349.247;7.949;15.933;321;
dic-14;Otro Empleo no pleno;;1.924.634;;1.116.206;808.428;;131.248;29.519;39.458;30.549;72.341;88.815;89.743;68.947;400.687;61.984;70.929;99.767;181.805;-;-;-;256.252;100.350;-;1.609;-;-;51.470;42.336;101.196;;135.781;256.061;39.178;31.297;13.850;235.426;373.569;31.045;;1.042.800;881.834;;303.089;351.132;400.835;622.750;246.828;;182.886;68.830;1.560.336;27.753;84.727;102;
dic-14;Empleo no clasificado;;16.421;;13.760;2.661;;0;0;0;434;29;121;617;84;0;202;0;0;0;-;-;-;14.408;312;-;0;-;-;0;0;213;;12.035;0;0;0;144;879;701;0;;10.141;6.280;;1.741;4.033;2.316;7.484;847;;109;126;15.314;871;0;0;
dic-14;Desempleo;;273.414;;221.119;52.295;;7.122;1.904;2.880;2.980;6.541;4.658;8.983;14.515;80.807;10.834;10.279;16.798;23.689;-;-;-;45.576;6.662;-;410;-;-;6.720;7.832;14.116;;27.103;43.749;4.167;2.854;2.817;43.780;88.402;8.249;;132.542;140.872;;119.410;77.218;38.360;34.737;3.689;;7.068;16.529;232.637;5.727;11.453;0;
dic-14;Desempleo Abierto;;216.941;;180.389;36.552;;6.239;1.075;1.809;1.959;5.358;2.599;7.288;11.364;69.390;8.493;8.177;11.079;17.348;-;-;-;37.856;5.742;-;236;-;-;5.042;5.562;10.217;;25.159;39.678;3.563;2.399;2.487;30.928;69.942;6.233;;112.863;104.078;;94.355;62.057;31.418;27.136;1.975;;5.504;14.299;184.723;5.049;7.366;0;
dic-14;Desempleo Oculto;;56.472;;40.730;15.743;;883;829;1.071;1.020;1.183;2.060;1.695;3.150;11.417;2.341;2.102;5.719;6.341;-;-;-;7.720;920;-;175;-;-;1.678;2.270;3.899;;1.943;4.071;603;455;330;12.852;18.460;2.016;;19.679;36.794;;25.054;15.161;6.942;7.602;1.714;;1.564;2.230;47.914;677;4.087;0;
dic-14;Desempleo Cesante;;191.622;;159.668;31.954;;5.965;1.033;1.874;1.515;3.279;3.340;7.326;7.449;56.153;7.728;7.450;11.157;18.503;-;-;-;36.503;4.562;-;333;-;-;4.125;4.965;8.256;;21.874;34.403;3.427;2.540;2.278;29.290;60.404;5.452;;103.065;88.557;;62.681;58.222;34.091;33.031;3.596;;4.749;8.668;166.019;4.681;7.504;0;
dic-14;Desempleo Nuevo;;81.792;;61.451;20.341;;1.157;871;1.006;1.464;3.262;1.318;1.657;7.066;24.654;3.106;2.829;5.641;5.186;-;-;-;9.074;2.100;-;77;-;-;2.595;2.867;5.860;;5.229;9.346;740;314;538;14.490;27.998;2.796;;29.477;52.315;;56.729;18.996;4.268;1.706;93;;2.319;7.861;66.618;1.045;3.948;0;
dic-14;Población Económicamente Inactiva;;3.964.734;;2.855.369;1.109.365;;164.207;42.768;59.354;49.408;65.275;84.567;163.692;152.516;1.084.221;103.803;126.923;233.008;444.583;-;-;-;739.791;91.467;-;5.422;-;-;102.714;89.233;153.700;;484.152;653.972;92.904;62.829;35.515;506.177;959.410;60.411;;1.096.031;2.868.703;;1.694.534;520.064;400.492;674.852;674.791;;152.788;147.658;3.409.897;66.831;186.721;839;
mar-15;Población Total;;16.187.232;;10.995.477;5.191.755;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;1.824.149;2.504.403;374.832;258.233;183.578;2.169.497;3.383.629;297.156;;8.019.422;8.167.810;;2.930.922;2.390.744;2.042.885;2.737.032;1.100.052;;1.044.646;607.592;12.199.984;251.674;441.846;8.444;
mar-15;Población menor de 15 años;;4.985.596;;3.243.766;1.741.831;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;484.202;744.082;91.888;77.782;47.618;606.727;1.091.439;100.027;;2.603.993;2.381.603;;0;0;0;0;0;;293.821;175.021;2.740.450;35.285;106.294;1.680;
mar-15;Población en Edad de Trabajar (PET);;11.201.636;;7.751.711;3.449.924;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;1.339.947;1.760.321;282.944;180.451;135.960;1.562.770;2.292.190;197.129;;5.415.428;5.786.207;;2.930.922;2.390.744;2.042.885;2.737.032;1.100.052;;750.825;432.571;9.459.534;216.389;335.552;6.764;
mar-15;Población Económicamente Activa;;7.374.083;;4.866.211;2.507.872;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;829.113;1.074.799;186.665;120.713;94.025;1.035.018;1.392.309;133.569;;4.355.083;3.019.000;;1.261.389;1.867.690;1.694.144;2.088.902;461.958;;611.848;279.226;6.154.149;129.916;193.383;5.561;
mar-15;Empleo;;7.091.116;;4.630.745;2.460.371;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;792.698;1.034.178;180.663;116.241;87.979;980.923;1.313.247;124.816;;4.219.855;2.871.261;;1.139.629;1.782.072;1.652.029;2.058.185;459.201;;603.607;259.920;5.907.813;124.760;189.456;5.561;
mar-15;Empleo Adecuado/Pleno;;3.223.996;;2.605.302;618.694;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;555.976;683.018;107.887;57.152;50.742;494.561;584.227;71.738;;2.193.470;1.030.526;;345.735;984.539;861.764;952.051;79.908;;127.282;116.146;2.858.434;70.795;47.707;3.633;
mar-15;Subempleo;;985.698;;578.399;407.299;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;37.149;70.631;25.359;16.509;12.698;150.048;250.531;15.474;;596.667;389.030;;195.032;259.054;245.399;255.938;30.275;;89.265;51.139;777.343;17.692;50.200;58;
mar-15;Subempleo por insuficiencia de tiempo de trabajo;;783.187;;468.429;314.758;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;27.467;63.573;19.603;13.655;9.590;114.993;206.779;12.769;;446.003;337.184;;158.326;204.081;191.384;205.678;23.718;;65.761;44.206;624.951;15.911;32.300;58;
mar-15;Subempleo por insuficiencia de ingresos;;202.511;;109.970;92.541;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;9.683;7.057;5.756;2.854;3.107;35.055;43.752;2.705;;150.664;51.847;;36.707;54.972;54.015;50.260;6.557;;23.504;6.933;152.392;1.781;17.900;0;
mar-15;Empleo no remunerado;;710.083;;231.580;478.503;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;24.312;40.246;13.014;9.364;7.099;67.058;61.725;8.761;;215.623;494.459;;281.482;122.040;114.605;136.113;55.842;;171.585;11.259;501.462;6.943;16.965;1.870;
mar-15;Otro Empleo no pleno;;2.142.958;;1.187.505;955.452;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;152.236;238.877;34.402;33.216;17.349;266.432;416.459;28.534;;1.197.093;945.864;;315.654;410.515;420.946;704.390;291.453;;214.980;81.377;1.743.556;28.460;74.585;0;
mar-15;Empleo no clasificado;;28.382;;27.959;424;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;23.025;1.405;0;0;91;2.823;304;309;;17.001;11.382;;1.726;5.924;9.315;9.693;1.724;;494;0;27.018;870;0;0;
mar-15;Desempleo;;282.967;;235.467;47.501;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;36.414;40.621;6.002;4.472;6.046;54.095;79.063;8.753;;135.229;147.739;;121.760;85.618;42.115;30.717;2.757;;8.242;19.306;246.336;5.156;3.927;0;
mar-15;Desempleo Abierto;;244.129;;209.597;34.532;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;33.302;39.225;4.939;3.939;5.044;46.955;68.384;7.808;;118.872;125.257;;104.599;78.277;35.858;23.923;1.472;;5.803;17.531;212.556;5.156;3.084;0;
mar-15;Desempleo Oculto;;38.839;;25.870;12.969;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;3.113;1.396;1.063;532;1.002;7.140;10.679;945;;16.357;22.482;;17.161;7.342;6.257;6.794;1.285;;2.439;1.776;33.781;0;844;0;
mar-15;Desempleo Cesante;;226.107;;187.968;38.139;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;32.771;33.262;5.600;3.608;4.754;40.771;60.448;6.753;;110.484;115.623;;78.730;75.590;40.110;28.920;2.757;;5.429;17.005;197.119;2.987;3.568;0;
mar-15;Desempleo Nuevo;;56.860;;47.499;9.362;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;3.643;7.359;403;864;1.292;13.324;18.614;2.000;;24.745;32.115;;43.030;10.028;2.006;1.797;0;;2.813;2.301;49.218;2.169;359;0;
mar-15;Población Económicamente Inactiva;;3.827.552;;2.885.500;942.052;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;510.834;685.522;96.278;59.738;41.935;527.752;899.881;63.560;;1.060.345;2.767.207;;1.669.533;523.054;348.741;648.130;638.094;;138.976;153.345;3.305.385;86.474;142.169;1.204;
jun-15;Población Total;;16.279.252;;11.067.830;5.211.422;;810.820;201.533;258.450;179.768;457.404;501.584;671.817;599.777;4.086.089;445.175;495.464;865.340;1.496.366;-;-;-;2.947.627;557.563;-;29.453;-;-;418.957;358.896;859.385;;1.832.465;2.511.322;376.665;259.023;184.153;2.096.205;3.495.237;312.760;;8.060.120;8.219.132;;2.946.104;2.445.848;2.055.878;2.724.922;1.109.332;;1.054.887;590.664;12.090.731;246.650;651.570;5.524;
jun-15;Población menor de 15 años;;4.997.168;;3.241.818;1.755.350;;224.255;66.462;79.866;52.186;150.318;162.227;205.541;226.568;1.218.606;136.120;138.046;288.243;449.660;-;-;-;812.000;154.212;-;9.129;-;-;142.848;128.626;338.596;;466.874;726.640;94.426;76.613;46.601;615.259;1.107.442;107.962;;2.590.965;2.406.204;;0;0;0;0;0;;300.686;159.192;2.694.454;45.730;157.501;379;
jun-15;Población en Edad de Trabajar (PET);;11.282.084;;7.826.012;3.456.072;;586.565;135.071;178.584;127.582;307.086;339.357;466.276;373.209;2.867.483;309.055;357.418;577.097;1.046.706;-;-;-;2.135.627;403.351;-;20.324;-;-;276.109;230.270;520.789;;1.365.591;1.784.682;282.239;182.410;137.552;1.480.946;2.387.795;204.797;;5.469.156;5.812.928;;2.946.104;2.445.848;2.055.878;2.724.922;1.109.332;;754.202;431.472;9.396.276;200.920;494.069;5.145;
jun-15;Población Económicamente Activa;;7.430.701;;4.985.705;2.444.996;;418.197;93.127;123.523;82.919;230.068;265.641;312.277;227.913;1.789.372;202.578;227.190;373.991;660.250;-;-;-;1.396.485;300.426;-;16.134;-;-;182.521;130.759;379.430;;870.640;1.105.962;189.685;122.784;90.302;955.660;1.513.827;136.844;;4.383.309;3.047.392;;1.267.884;1.952.922;1.694.007;2.089.518;426.369;;603.000;270.651;6.113.709;126.880;312.977;3.484;
jun-15;Empleo;;7.098.584;;4.707.715;2.390.869;;408.235;90.920;118.706;78.869;225.448;263.048;302.454;203.020;1.694.876;193.932;217.519;355.316;632.183;-;-;-;1.329.412;293.823;-;15.536;-;-;172.483;121.210;364.330;;829.123;1.054.488;183.807;117.287;87.030;900.667;1.407.550;127.763;;4.224.094;2.874.490;;1.136.512;1.854.758;1.646.977;2.037.717;422.620;;591.117;249.849;5.831.476;120.973;301.685;3.484;
jun-15;Empleo Adecuado/Pleno;;3.410.490;;2.709.275;701.215;;199.404;24.058;40.764;25.928;88.737;72.515;155.439;79.726;920.982;84.993;90.431;135.162;240.021;-;-;-;850.320;119.185;-;11.796;-;-;80.754;48.398;135.322;;568.547;667.459;119.544;63.418;52.773;487.794;673.851;75.889;;2.327.354;1.083.136;;394.214;1.066.209;911.246;961.222;77.599;;128.213;118.895;3.014.504;67.736;79.240;1.902;
jun-15;Subempleo;;977.785;;600.976;376.810;;51.612;8.693;17.621;13.255;21.421;19.432;41.767;36.280;252.947;25.031;26.156;87.388;142.024;-;-;-;106.555;34.419;-;1.722;-;-;22.334;24.574;41.254;;42.388;103.047;15.332;17.387;9.798;115.458;283.948;13.618;;593.873;383.913;;193.266;247.603;231.733;273.319;31.864;;64.715;42.959;776.478;16.022;77.514;97;
jun-15;Subempleo por insuficiencia de tiempo de trabajo;;803.598;;499.793;303.805;;38.526;6.710;12.085;10.938;17.600;14.209;32.556;28.692;218.066;19.711;18.792;73.197;126.554;-;-;-;86.559;22.428;-;1.562;-;-;19.084;19.995;33.789;;35.470;87.000;11.782;13.705;7.742;91.160;241.249;11.686;;459.321;344.277;;161.106;197.777;187.486;228.920;28.308;;45.635;37.312;636.247;13.435;70.872;97;
jun-15;Subempleo por insuficiencia de ingresos;;174.187;;101.182;73.005;;13.086;1.984;5.537;2.318;3.821;5.223;9.212;7.589;34.880;5.320;7.364;14.191;15.469;-;-;-;19.997;11.991;-;160;-;-;3.250;4.579;7.465;;6.919;16.047;3.550;3.682;2.055;24.298;42.699;1.932;;134.552;39.635;;32.159;49.826;44.247;44.399;3.557;;19.080;5.647;140.231;2.587;6.642;0;
jun-15;Empleo no remunerado;;623.781;;223.526;400.255;;37.101;21.547;18.441;5.518;40.551;69.324;21.581;12.165;72.646;16.139;30.018;21.226;55.831;-;-;-;62.463;40.093;-;884;-;-;17.575;6.073;73.917;;29.426;32.450;13.230;8.682;5.470;62.047;64.271;7.951;;171.516;452.265;;228.795;108.684;100.226;138.033;48.044;;159.026;12.640;417.808;5.858;27.582;866;
jun-15;Otro Empleo no pleno;;2.044.691;;1.135.152;909.539;;120.119;36.621;41.880;34.168;74.719;101.717;83.666;74.755;439.062;67.018;70.569;111.372;193.448;-;-;-;280.291;99.726;-;1.089;-;-;51.819;42.165;113.762;;162.854;251.532;35.701;27.800;18.590;233.219;375.168;30.287;;1.108.183;936.508;;318.957;419.200;398.029;646.663;261.841;;238.918;75.282;1.585.214;27.477;117.182;619;
jun-15;Empleo no clasificado;;41.836;;38.786;3.050;;0;0;0;0;20;60;0;93;9.240;750;345;167;860;-;-;-;29.782;399;-;45;-;-;0;0;74;;25.908;0;0;0;399;2.148;10.312;19;;23.168;18.668;;1.280;13.062;5.743;18.480;3.271;;245;73;37.473;3.879;167;0;
jun-15;Desempleo;;332.117;;277.990;54.127;;9.962;2.207;4.817;4.049;4.619;2.594;9.823;24.893;94.496;8.646;9.671;18.676;28.067;-;-;-;67.073;6.603;-;598;-;-;10.038;9.549;15.099;;41.517;51.474;5.879;5.497;3.272;54.993;106.277;9.081;;159.215;172.902;;131.372;98.164;47.030;51.801;3.750;;11.883;20.801;282.233;5.907;11.292;0;
jun-15;Desempleo Abierto;;272.560;;237.491;35.069;;8.781;1.472;3.715;3.346;3.191;2.013;8.014;16.767;82.125;6.192;7.236;14.595;23.078;-;-;-;56.688;5.788;-;536;-;-;9.092;7.848;11.447;;38.107;48.432;5.336;4.834;2.979;45.592;84.957;7.254;;132.159;140.401;;112.270;85.343;37.991;35.338;1.617;;9.505;13.406;236.523;4.983;8.143;0;
jun-15;Desempleo Oculto;;59.557;;40.499;19.058;;1.181;735;1.102;703;1.428;581;1.809;8.126;12.371;2.454;2.436;4.081;4.988;-;-;-;10.385;815;-;62;-;-;946;1.701;3.652;;3.410;3.042;543;663;293;9.401;21.320;1.827;;27.056;32.501;;19.102;12.821;9.039;16.463;2.133;;2.378;7.396;45.710;924;3.149;0;
jun-15;Desempleo Cesante;;253.886;;217.732;36.154;;7.631;1.413;3.142;2.064;3.091;1.932;7.150;17.231;74.151;4.868;6.102;13.706;21.258;-;-;-;58.591;5.196;-;495;-;-;8.036;5.945;11.245;;37.186;42.133;4.998;4.485;2.737;39.690;79.451;7.053;;126.010;127.876;;78.367;83.263;41.640;47.004;3.611;;8.091;15.267;217.206;5.156;8.166;0;
jun-15;Desempleo Nuevo;;78.231;;60.258;17.973;;2.331;793;1.675;1.985;1.528;662;2.673;7.662;20.344;3.778;3.569;4.970;6.809;-;-;-;8.483;1.407;-;103;-;-;2.003;3.603;3.854;;4.331;9.341;881;1.012;535;15.303;26.825;2.028;;33.206;45.025;;53.005;14.901;5.390;4.797;139;;3.792;5.535;65.027;752;3.126;0;
jun-15;Población Económicamente Inactiva;;3.851.383;;2.840.307;1.011.076;;168.368;41.944;55.061;44.663;77.019;73.715;154.000;145.296;1.078.112;106.477;130.228;203.106;386.456;-;-;-;739.142;102.924;-;4.190;-;-;93.588;99.511;141.359;;494.951;678.720;92.554;59.625;47.251;525.286;873.968;67.953;;1.085.847;2.765.536;;1.678.220;492.926;361.871;635.404;682.963;;151.202;160.822;3.282.567;74.040;181.091;1.661;
sep-15;Población Total;;16.312.205;;11.073.820;5.238.385;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;1.835.599;2.511.118;377.435;259.071;184.201;2.189.601;3.413.819;302.976;;8.035.655;8.276.550;;2.951.675;2.463.292;2.094.838;2.692.043;1.116.550;;997.897;696.668;11.888.765;307.425;764.791;6.778;
